VOLVO TRUCK & BUS- IN DOWNSTAIRS OFFICE,WHISTLEBERRY INDUSTRIAL PARK,HAMILTON,Lanarkshire,ML3 0ED,55.789151,-4.0712687
VOLVO TRUCK & BUS- AT FRONT RECEPTION AREA,GENERAL AREA OF,ST QUIVOX AYR,Ayrshire,KA6 5HQ,55.486085,-4.5824457
VOLVO TRUCK & BUS- AT SERVICE/PARTS RECEPTION,FIFTY PITCHES PLACE,GLASGOW,,G51 4GA,55.856181,-4.3505132
VOLVO TRUCK & BUS- AT SERVICE RECEPTION,DROVERS ROAD,EAST MAINS INDUSTRIAL ESTATE B,West Lothian,EH52 5ND,55.938758,-3.4510258
SCOUT HALL- ON FRONT WALL VISIBLE FROM PARK ROAD,26 PARK ROAD,NEWTONGRANGE DALKEITH,Midlothian,EH22 4JE,55.869938,-3.0626867
COLLYDEAN GRANARY BAPTIST CHURCH- O/S MAIN ENTRANCE,TORPHINS AVENUE,COLLYDEAN GLENROTHES,Fife,KY7 6UL,56.212796,-3.1889844
SOUTH AYRSHIRE COUNCIL RIVERSIDE HOUSE Ground Floor,21 RIVER TERRACE,MAINHOLM AYR,Ayrshire,KA8 0AU,55.464387,-4.6279838
CRAWFORDJOHN HALL- EXT WALL TO RHS OF PATH AT FRONT DOOR,MANSE ROAD,CRAWFORDJOHN BIGGAR,Lanarkshire,ML12 6SR,55.49605,-3.7728993
RUTHERGELN COMMUNITY CARERS- IN FRONT OFFICE @ WINDOW,4 WALLACE STREET,RUTHERGLEN GLASGOW,,G73 2SA,55.825772,-4.2192067
ST COLUMBAS CHURCH- ADJ TO NOTICE BOARD/OPP KITCHEN,6-7 MUIRDALE TERRACE,BLACKHALL EDINBURGH,,EH4 3QW,55.958053,-3.25167
WESTER ROSS FISHERIES- EXTERNAL WALL OF GREEN SHED,GENERAL AREA OF,ARDMAIR ULLAPOOL,Ross-Shire,IV26 2TN,57.932401,-5.1963477
IN DUTY ROOM,29 MCCONNELL SQUARE,GIRVAN,Ayrshire,KA26 9HR,55.244874,-4.8533136
LUNDIE VIEW,DALHOUSIE STREET,EDZELL BRECHIN,Angus,DD9 7UA,56.808503,-2.6561296
CARRICK OPPORTUNITIES CENTRE- BEHIND RECEPTION,HENRIETTA STREET,GIRVAN,Ayrshire,KA26 9AL,55.241327,-4.8581256
COLINTON LAWN TENNIS CLUB- ON WALL NXT TO FEMALE CHANGING,26 WESTGARTH AVENUE,EDINBURGH,,EH13 0BD,55.906132,-3.2527961
COUNTY BUILDINGS,WELLINGTON SQUARE,AYR,Ayrshire,KA7 1DR,55.461472,-4.6385792
COUNTY BUILDINGS- ROOM G24 ENT FIRE DOORS CENRE OF COURT,WELLINGTON SQUARE,AYR,Ayrshire,KA7 1DR,55.461472,-4.6385792
ROXBURGH VILLAGE HALL- ON EXTERNAL WALL AT MAIN ENTRANCE,GENERAL AREA OF,ROXBURGH KELSO,Roxburghshire,TD5 8LZ,55.569169,-2.4784904
SPAR SHOPS- ON WALL AT FRONT ENTRANCE,BIGHTY AVENUE,GLENROTHES,Fife,KY7 5AD,56.193252,-3.1462707
INCHBERRY HALL- ON OUTSIDE WALL,UNNAMED ROAD,ORTON FOCHABERS,Morayshire,IV32 7QB,57.584655,-3.1533484
SPAR STORES- ON O/S WALL,53 BUTTS STREET,ANNAN,Dumfriesshire,DG12 5BD,54.990179,-3.2598882
ON WALL AT TGI'S/CAFE NERO,FORT KINNAIRD,NIDDRIE EDINBURGH,,EH15 3RD,55.934338,-3.1033634
INSIDE RED TELEPHONE BOX,BEACH ROAD,KINGSTON FOCHABERS,Morayshire,IV32 7NP,57.67481,-3.1111239
ST ANDREWS RC PRESBYTERY- ON 3RD LHS WALL OF ENTRANCE,AUCHMEAD ROAD,GREENOCK,Renfrewshire,PA16 0JU,55.944012,-4.8188195
PERTH AUDI- IN DIRECTORS OFFICE VIA RECEPTION DESK,166 DUNKELD ROAD,PERTH,Perthshire,PH1 5AS,56.408199,-3.4500463
TENNIS COURTS- OUTSIDE CLUBHOUSE,JOPPA GARDENS,JOPPA EDINBURGH,,EH15 2HU,55.94731,-3.0997291
Historic Environment Scotland,CRAIGMILLAR CASTLE- INSIDE VISITOR CENTRE/TICKET OFFICE,EDINBURGH,,EH16 4SY,55.925658,-3.1408698
TARBOLTON PRIMARY SCHOOL- AT ENTRANCE ON WALL NR DOOR,MONTGOMERIE STREET,TARBOLTON AYR,Ayrshire,KA5 5QB,55.512457,-4.4856629
CO-OP FUNERAL SERVICE- ON WALL AT ENTRANCE,CHURCH STREET,JOHNSTONE,Renfrewshire,PA5 8DU,55.835745,-4.5139895
NEW FARM COMMUNITY CENTRE- TO LHS OF MAIN ENTRANCE DOOR,2 FRASER WALK,KILMARNOCK,Ayrshire,KA3 7PH,55.619537,-4.4713772
VILLAGE HALL- ON O/S WALL BY CARPARK,UNNAMED ROAD,MARYKIRK LAURENCEKIRK,Kincardineshire,AB30 1UT,56.781152,-2.5156133
DUNS RFC- ON WEST FACING GABLE END OF BUILDING,UNNAMED ROAD,DUNS,Berwickshire,TD11 3QQ,55.7733,-2.3564
SEANIC UNIT 5A INTERNATIONAL AVENUE- AT RECEPTION AREA,A B Z BUSINESS PARK,DYCE ABERDEEN,Aberdeenshire,AB21 0BH,57.196039,-2.2023667
PILOT HOUSE- ON WEST WALL IN OPERATIONS CENTRE,BEACH DRIVE,IRVINE,Ayrshire,KA12 8PP,55.60667,-4.6852438
RAILWAY STATION- IN WAITING ROOM ON PLATFORM 2,NORTH ROAD,Insch,Aberdeenshire,AB52 6XP,57.337628,-2.6196394
Dawyck Botanic Garden,GENERAL AREA OF,PEEBLES,Peeblesshire,EH45 9JU,55.603021,-3.3313508
JUBILEE HALL- BETWEEN TWO ACCESS DOORS ON WALL,UNNAMED ROAD,COALTOWN OF BURNTURK CUPAR,Fife,KY15 7TR,56.254972,-3.0842774
/,UNNAMED ROAD,TUMMEL BRIDGE PITLOCHRY,Perthshire,PH16 5SB,56.706395,-4.021239
KINGSWELL CHURCH- TO LHS OF MAIN ENTRANCE NR BUS STOP,OLD SKENE ROAD,KINGSWELLS ABERDEEN,Aberdeenshire,AB15 8QA,57.146917,-2.2147407
LONGMAN HOUSE- TO RHS OF MAIN DOOR,LONGMAN ROAD,INVERNESS,Inverness-Shire,IV1 1SF,57.486785,-4.2193934
SOUTH AYRSHIRE COUNCIL- BEHIND RECEPTION,80-88 KYLE STREET,AYR,Ayrshire,KA7 1RZ,55.459566,-4.6277263
Lodge Girvan St Johns No237,Masonic Temple,GIRVAN,Ayrshire,KA26 9HF,55.246842,-4.8506537
COMMUNITY CENTRE- ON WALL NEXT TO FRONT ENTRANCE,MAIN STREET,PLAINS AIRDRIE,Lanarkshire,ML6 7JG,55.879188,-3.9266138
COMMUNITY CENTRE- ON END WALL SEEN FROM MILL ROAD,UNNAMED ROAD,CRAIGO MONTROSE,Angus,DD10 9JZ,56.770225,-2.5098517
COMMUNITY SPORTS CENTRE - SWIMMING POOL,MACONOCHIE PLACE,FRASERBURGH,Aberdeenshire,AB43 9TH,57.682861,-2.0070296
TORMAUKIN HOTEL- ON WALL BESIDE GARAGE AT ENT TO CAR PARK,GENERAL AREA OF,GLENDEVON DOLLAR,Clackmannanshire,FK14 7JY,56.227861,-3.6469081
RIGFOOT FARM- ON ROADSIDE WALL OF FARM BARN,GENERAL AREA OF,DUNS,Berwickshire,TD11 3SF,55.826673,-2.43855
ORE VALLEY HOUSING ASSOCIATION- NXT 2 MAIN FRONT ENTRANCE,114-116 STATION ROAD,CARDENDEN LOCHGELLY,Fife,KY5 0BW,56.145592,-3.2618323
LOSSIEMOUTH BAPTIST CHURCH- ON WALL TO LHS,JAMES STREET,LOSSIEMOUTH,Morayshire,IV31 6AD,57.721217,-3.2830179
INSIDE RED TELEPHONE BOX OFF LOCHLIBO ROAD,BURNSIDE COTTAGES,LUGTON KILMARNOCK,Ayrshire,KA3 4DY,55.744113,-4.5283587
IN RED TELEPHONE BOX ON NORTH STREET NEAR MID STREET,NORTH STREET,KETTLEBRIDGE CUPAR,Fife,KY15 7QJ,56.255983,-3.1191069
KEITH SWIMMING POOL- OUTSIDE MAIN ENTRANCE,BANFF ROAD,KEITH,Banffshire,AB55 5GT,57.545665,-2.9450771
SANDHAVEN AND PITULLIE COMMUNITY HALL,HIGH STREET,FRASERBURGH,Aberdeenshire,AB43 7EQ,57.697342,-2.0632489
DINGWALL PRIMARY SCHOOL- ON WALL TO LHS OF MAIN ENTRANCE,TULLOCH AVENUE,DINGWALL,Ross-Shire,IV15 9UU,57.60511,-4.4351091
ALEHOUSEWELLS SCHOOL- ON WALL ADJACENT TO MAIN ENTRANCE,BREMNER WAY,KEMNAY INVERURIE,,AB51 5FW,57.240608,-2.4494604
METAFLAKE LTD UNIT 2- ON WALL AT ENTRANCE GATE,STATION ROAD,ANSTRUTHER,Fife,KY10 3JA,56.223451,-2.7058937
SPEYSIDE HIGH SCHOOL- O/S COMMUNITY MAIN DOOR (SWIM POOL),Mary Avenue,Aberlour,Banffshire,AB38 9QN,57.471247,-3.2224368
MACDUFF DISTILLERY- BESIDE ROAD AT ENTRANCE TO RECEPTION,GENERAL AREA OF,BANFF,Banffshire,AB45 3JT,57.657802,-2.5127602
EDINGLASSIE HOUSE- IN TOILET BLOCK CLEARLY SIGN POSTED,UNNAMED ROAD,STRATHDON,Aberdeenshire,AB36 8XX,57.191329,-3.1110259
BIRSEMOHR FARMHOUSE- IN TOILET BLOCK CLEARLY SIGN POSTED,UNNAMED ROAD,BIRSE ABOYNE,Aberdeenshire,AB34 5FP,57.065555,-2.7761267
NORMANIE OUTSIDE SPAR SHOP ON LOTHIAN ROAD,FRIARS,JEDBURGH,Roxburghshire,TD8 6BN,55.479858,-2.5559151
TINWALD PARISH HALL- ON EXTERNAL WALL,UNNAMED ROAD,AMISFIELD DUMFRIES,Dumfriesshire,DG1 3LL,55.128026,-3.5675676
Located inside PHARMACY,2 HUGH STREET,BALINTORE TAIN,Ross-Shire,IV20 1UJ,57.755655,-3.9122404
LUNDIN GOLF CLUB- ON TOP OF HILL FURTHER POINT ON COURSE,GOLF ROAD,LUNDIN LINKS LEVEN,Fife,KY8 6BA,56.210981,-2.9535566
THE LAST CAST HOTEL- ON WALL O/S HOTEL,MAIN STREET,BRIDGE OF EARN PERTH,Perthshire,PH2 9PL,56.348979,-3.4062924
KINTILLO VILLAGE STORE- ON OUTSIDE WALL,KINTILLO ROAD,BRIDGE OF EARN PERTH,Perthshire,PH2 9AZ,56.340944,-3.408019
EURO GARAGE- AT FORECOURT WALL BESIDE CAR SALES,108-120 NORTH ESK ROAD,MONTROSE,Angus,DD10 9AY,56.723101,-2.4651117
O/S SLESSOR GARDENS PAVILION DISCOVERY WALK,CRICHTON STREET,DUNDEE,Angus,DD1 3RT,56.459388,-2.9675626
BEACON LEISURE CENTRE- AT RECEPTION IN FRONT FOYER,GENERAL AREA OF,BURNTISLAND,Fife,KY3 9BS,56.05801,-3.2245717
YOUR VOICE- IN MAIN OFFICE,12 CLYDE SQUARE,GREENOCK,Renfrewshire,PA15 1NB,55.947212,-4.7573001
THE PAVILION CAFE- INSIDE CAFE ASK STAFF,SOUTH INCH PARK,PERTH,Perthshire,PH2 8BU,56.387229,-3.4352867
IN LOWER ADMIN OFFICE,100 BANKHEAD CROSSWAY NORTH,EDINBURGH,,EH11 4XX,55.926312,-3.3022929
TESCO STORES,1 TRYST ROAD,CUMBERNAULD GLASGOW,,G67 1JW,55.946424,-3.9883582
ONE STOP SHOP- O/S SHOP ON WALL FACING MAIN ROAD,MAIN STREET,STONEYBURN BATHGATE,West Lothian,EH47 8AU,55.846639,-3.6314012
CURVES UNIT 1B- ON WALL INSIDE MAIN ENTRANCE,33 HARBOUR ROAD,INVERNESS,Inverness-Shire,IV1 1UA,57.484341,-4.2148072
CULTER VILLAGE HALL- ON WALL BESIDE MAIN ENTRANCE,NORTH DEESIDE ROAD,PETERCULTER,Aberdeenshire,AB14 0UD,57.096358,-2.2675074
ORE VALLEY BUSINESS CENTRE- ON EAST WALL ADJ TO BENCHES,93 MAIN STREET,LOCHGELLY,Fife,KY5 9AF,56.125685,-3.3114206
SCOTTISH GOVERNMENT VICTORIA QUAY- O/S SOUTH GATE,GENERAL AREA OF,LEITH DOCKS EDINBURGH,,EH6 6QQ,55.978355,-3.1736711
SCOTFRAME TIMBER ENGINEERING- IN PRODUCTION OFFICE,GENERAL AREA OF,INVERURIE BUSINESS PARK INVERU,Aberdeenshire,AB51 0ZJ,57.286089,-2.3694935
BAM SITE OFFICE- OUTSIDE SITE OFFICE WALL MOUNTED,133 BALORNOCK ROAD,BALORNOCK GLASGOW,,G21 3UW,55.894149,-4.2185998
PARK OFFICE- O/S FRONT ENTRANCE,ANNSMUIR CARAVAN PARK,LADYBANK CUPAR,Fife,KY15 7SA,56.291342,-3.1146955
FREUCHIE CRICKET CLUB- ON EXTERNALLL WALL FACING MUIR RD,MUIR ROAD,FREUCHIE CUPAR,Fife,KY15 7HW,56.246818,-3.1572309
ABERDOUR PHARMACY- ON EXTERNAL WALL,30 HIGH STREET,ABERDOUR BURNTISLAND,Fife,KY3 0SW,56.053423,-3.3030577
THE PURPLE SHOP- ON EXTERNAL WALL,59-61 MAIN STREET,ABERDOUR,Fife,KY3 0UH,56.057227,-3.2950282
WEST HALLS- ON FRONT WALL OF CHURCH HALLS FACING MAIN ST,MAIN STREET,HOUSTON JOHNSTONE,Renfrewshire,PA6 7EL,55.867636,-4.5501937
KIRKCALDY LEISURE CENTRE- AT RECEPTION,ESPLANADE,KIRKCALDY,Fife,KY1 1HR,56.112247,-3.155359
KIRKCALDY LEISURE CENTRE- IN GYM,ESPLANADE,KIRKCALDY,Fife,KY1 1HR,56.112247,-3.155359
THE HARBOURS MEDICAL PRACTICE- O/S MAIN DOOR,AVENUE ROAD,COCKENZIE PRESTONPANS,East Lothian,EH32 0JU,55.969113,-2.9604308
POWERLEAGUE GROUP- MAIN RECEPTION,BOTHWELL ROAD,HAMILTON,Lanarkshire,ML3 0DW,55.789463,-4.054266
HUGH BLACK & SONS BUTCHERS- O/S SHOP ON WALL,83 PORT STREET,STIRLING,Stirlingshire,FK8 2ER,56.116057,-3.9368623
MILTONDUFF VILLAGE HALL,UNNAMED ROAD,ELGIN,Morayshire,IV30 8TQ,57.624495,-3.3677475
TO LHS OF MAIN CHURCH DOOR,126C THE LOAN,LOANHEAD,Midlothian,EH20 9AJ,55.876384,-3.156063
FOCHABERS VILLAGE HALL- FRONT OF BUILDING NEAR BIN AREA,52 HIGH STREET,FOCHABERS,Morayshire,IV32 7DU,57.613686,-3.0961007
BURGHEAD CARAVAN PARK- ON FRONT OF RECEPTION/TOILET BLOCK,BRIDGE STREET,BURGHEAD ELGIN,Morayshire,IV30 5RP,57.697727,-3.4880234
MEARNS ACADEMY- ON EXTERNAL WALL LHS OF MAIN ENTRANCE,ABERDEEN ROAD,LAURENCEKIRK,Kincardineshire,AB30 1ZJ,56.835857,-2.459495
THE CAPNS TABLE CAFE- ON EXTERNAL WALL AT ENTRANCE DOOR,GENERAL AREA OF,FINDHORN FORRES,Morayshire,IV36 3YE,57.660637,-3.6138259
MANSFIELD VILLAGE HALL- ON EXTERNALL BY FRONT DOOR,B721,RIGG GRETNA,Dumfriesshire,DG16 5JE,54.991274,-3.1096872
NEWTON HOUSE- 1ST FLOOR KITCHEN AREA,30 GREEN ST LANE,AYR,Ayrshire,KA8 8BH,55.46941,-4.6314512
BURNS HOUSE- AT RECEPTION,BURNS STATUE SQUARE,AYR,Ayrshire,KA7 1UT,55.457624,-4.6277552
ST FRANCIS PRIMARY SCHOOL- MAIN RECEPTION,EAST BARRMOSS AVENUE,PORT GLASGOW,Renfrewshire,PA14 6HX,55.922169,-4.659681
MACGREGOR SUPPLIES- CUSTOMER COLLECTION AREA,GRAINSHORE ROAD,HATSTON KIRKWALL,Orkney,KW15 1FL,58.991943,-2.9760837
STAGECOACH- IN ENGINEERING WORKSHOP,LEWIS STREET,STRANRAER,Wigtownshire,DG9 7AJ,54.901406,-5.0252614
MORTONHALL GOLF CLUB- ON EASTERN EXT WALL OF CLUBHOUSE,231 BRAID ROAD,EDINBURGH,,EH10 6PB,55.910395,-3.2092276
STONEYBURN COMMUNITY CENTRE- ON WALL IN FRONT OFFICE,75 MAIN STREET,STONEYBURN BATHGATE,West Lothian,EH47 8BY,55.846037,-3.6333726
SCOTTISH FIRE & RESCUE SERVICE- O/S MAIN ENTRANCE,PITMEDDEN ROAD,DYCE ABERDEEN,Aberdeenshire,AB21 0DP,57.211463,-2.1965576
BRUICHLADDICH DISTILLERY CO- INSIDE MAIN ENTRANCE TO LHS,Bruichladdich Distillery Co Ltd,Bruichladdich Isle of Islay,,PA49 7UN,55.7684,-6.3596753
Cults Parish Church,Cults Kirk Centre,ABERDEEN,Aberdeenshire,AB15 9TD,57.116505,-2.1835867
CULTS PARISH CHURCH- ON WALL TO RHS OF MAIN HALL DOOR,1 QUARRY ROAD,CULTS ABERDEEN,Aberdeenshire,AB15 9EX,57.115086,-2.1894249
STRATHCLYDE FIRE BRIGADE- ON EXT WALL NEXT TO BUS STOP,THORNHILL,JOHNSTONE,Renfrewshire,PA5 8JH,55.834533,-4.4993777
G E CALEDONIAN- AT SECURITY GATEHOUSE (ALWAYS MANNED),MONUMENT CRESCENT,PRESTWICK,Ayrshire,KA9 2RX,55.499553,-4.5840401
ON FRONT WALL AT MAIN ENTRANCE,9 WEAVERS LANE,GLASSFORD STRATHAVEN,Lanarkshire,ML10 6FP,55.701305,-4.02524
OUTSIDE THE GLENELG SHOP,UNNAMED ROAD,GLENELG KYLE,Ross-Shire,IV40 8LA,57.220509,-5.5633163
FINDHORN SANDS CARAVAN PARK- BESIDE ELECTRIC SUB STATION,UNNAMED ROAD,FINDHORN FORRES,Morayshire,IV36 3YZ,57.661394,-3.6114793
SPAR STORES- OUTSIDE MAIN ENTRANCE,GENERAL AREA OF,ARDERSIER INVERNESS,Inverness-Shire,IV2 7SU,57.568167,-4.0353263
HEATHHALL BUSINESS CENTRE- TO RHS OF ENTRANCE 2 RECEPTION,HEATHHALL INDUSTRIAL ESTATE,HEATHHALL DUMFRIES,Dumfriesshire,DG1 3PH,55.089827,-3.562249
WHITEHILLS HEALTH & COMMUNITY CENTRE- DENTAL DEP ROOM 28,STATION ROAD,FORFAR,Angus,DD8 3DY,56.652128,-2.8704271
POLICE STATION- ON WALL NEAR ENTRANCE,MAIN ROAD,MADDISTON FALKIRK,Stirlingshire,FK2 0LF,55.973316,-3.7012147
UNDER ARCH ON LHS OF THE BARN BUILDING,17 THE CHESTERS,DREM NORTH BERWICK,East Lothian,EH39 5BU,56.006319,-2.7898888
PORTNAHAVEN CHURCH- FROM THE ROAD ITS BEHIND DOOR ON RHS,CAMPBELL PLACE,PORTNAHAVEN ISLE OF ISLAY,,PA47 7SQ,55.680862,-6.5059302
NORTH CHURCH,MILL STREET,PERTH,Perthshire,PH1 5PB,56.396817,-3.4336709
HAYMARKET STATION- MAIN CONCOURSE TO RHS OF M&S,HAYMARKET,HAYMARKET EDINBURGH,,EH12 5EY,55.945637,-3.2183
SPRINGFIELD MEDICAL CENTRE- IN MAIN OFFICE OF DENTAL SERV,PONDERLAW STREET,ARBROATH,Angus,DD11 1ES,56.560654,-2.5785353
TESCO- BESIDE CUSTOMER SERVICE DESK,SOUTH HARBOUR ROAD,FRASERBURGH,Aberdeenshire,AB43 9TE,57.679591,-2.0041113
IN SITE OFFICE THE GROVE,BALHALGARDY RISE,INVERURIE,Aberdeenshire,AB51 5DF,57.2969,-2.4134
CRAIBSTONE ESTATE SITE OFFICE,UNNAMED ROAD,BUCKSBURN ABERDEEN,Aberdeenshire,AB21 9SJ,57.186743,-2.2015713
PUBLIC TOILET BLOCK- ON WEST FACING WALL,THE SQUARE,CULLEN BUCKIE,Banffshire,AB56 4RL,57.691579,-2.8193939
BANK OF FLEET HOTEL- AT RECEPTION DESK,47 HIGH STREET,GATEHOUSE OF FLEET CASTLE DOUG,Kirkcudbrightshire,DG7 2HR,54.882824,-4.1828337
GATEHOUSE GOLF CLUB- TO LHS AS YOU ENTER ON SHELF,LAURIESTON ROAD,GATEHOUSE OF FLEET CASTLE DOUG,Kirkcudbrightshire,DG7 2BE,54.895224,-4.1780618
/,Tom-a-Ghiuthais,APPIN,Argyllshire,PA38 4BJ,56.582328,-5.2093721
BONNYRIGG PRIMARY SCHOOL,1 COCKPEN ROAD,BONNYRIGG,Midlothian,EH19 3HR,55.871071,-3.0974611
COLLIESTON COMMUNITY CENTRE- TO RHS OF MAIN DOOR,UNNAMED ROAD,COLLIESTON ELLON,Aberdeenshire,AB41 8RT,57.3499,-1.9347947
THE ROYAL BRITISH LEGION SCOTLAND,16 WELLINGTON STREET,MONTROSE,Angus,DD10 8QD,56.714016,-2.4606705
USHER HALL- BOX OFFICE ENTRANCE,LOTHIAN ROAD,EDINBURGH,,EH1 2EA,55.947448,-3.20505
MILNES HIGH SCHOOL O/S MAIN ENT TO LIBRARY AND FITNESS RM,WEST STREET,FOCHABERS,Morayshire,IV32 7DJ,57.614161,-3.1003332
J HUTCHISON & SONS- ON O/S WALL,9 TRON COURT,TULLIBODY ALLOA,Clackmannanshire,FK10 2PS,56.133953,-3.8372328
ELDERSLIE GOLF CLUB ACROSS FROM PRO SHOP @ BOTTOM OF HILL,63 MAIN ROAD,ELDERSLIE JOHNSTONE,Renfrewshire,PA5 9AZ,55.837998,-4.476073
SCOTT MONUMENT- ON WALL OF TICKET OFFICE,PRINCES STREET,EDINBURGH,,EH2 2EJ,55.952288,-3.1933173
ST BRIDES CENTRE- ON MAIN WALL BY ENTRANCE,10 ORWELL TERRACE,EDINBURGH,,EH11 2DZ,55.94281,-3.2206609
THE DOME- INSIDE ENTRANCE TO RHS WITHIN TELEPHONE BOX,14 GEORGE STREET,EDINBURGH,,EH2 2PF,55.953367,-3.196025
GILESPIE LODGE- TO LHS ON WALL AT MAIN DOOR,GILLESPIE CRESCENT,EDINBURGH,,EH10 4HT,55.940639,-3.2048065
PRINCIPAL HOTEL- AT TRAFFIC LIGHTS ON LHS WALL,CHARLOTTE SQUARE,EDINBURGH,,EH2 4DE,55.95122,-3.2089306
ST DAVIDS CHURCH- RHS WALL NEXT TO MAIN ENTRANCE,BROOMHOUSE CRESCENT,EDINBURGH,,EH11 3RH,55.928745,-3.277614
THE THISTLE FOUNDATION- ON RHS WALL AT MAIN ENTRANCE,QUEENS WALK,NIDDRIE EDINBURGH,,EH16 4EA,55.931756,-3.1314612
THE MUSEUM OF CHILDHOOD ON LHS WALL AS YOU GO INTO MUSEUM,42 HIGH STREET,EDINBURGH,,EH1 1TB,55.950334,-3.1853621
THE MERCHANT CO- IN MAIN OFFICE,22 HANOVER STREET,EDINBURGH,,EH2 2EP,55.952655,-3.1971722
SPORTS PAVILLION- ON RHS WALL NEXT TO MAIN DOOR,MUIRFIELD TERRACE,GULLANE,East Lothian,EH31 2HL,56.034363,-2.8251902
SUMMERHALL ARTS CENTRE- THROUGH MAIN DOOR ON LHS WALL,SUMMERHALL PLACE,SCIENNES EDINBURGH,,EH9 1QE,55.939342,-3.1819045
BROADWAY CONVENIENCE STORE- LHS WALL AT MAIN DOORS,10 OXGANGS BROADWAY,OXGANGS EDINBURGH,,EH13 9LQ,55.905836,-3.2223622
SEAGULL TRUST CRUISES- ON WALL AT FRONT OFFICE DOOR,BAIRD ROAD,RATHO NEWBRIDGE,Midlothian,EH28 8RA,55.922973,-3.3779883
ST MODANS HIGH SCHOOL- IN Main Reception Foyer,ROYAL STUART WAY,STIRLING,Stirlingshire,FK7 7WS,56.121394,-3.9098625
FREUCHIE CRICKET CLUB- ON GABLE END WALL FACING MUIR ROAD,MUIR ROAD,FREUCHIE CUPAR,Fife,KY15 7HW,56.246818,-3.1572309
THE CHUCK WAGON- ON SIDE OF BUILDING FACING FARM FOODS,LAMONT PLACE,IRVINE,Ayrshire,KA12 8JB,55.6051,-4.6645
PARTICK SOUTH CHURCH- ON O/S WALL FACING STREET,259 DUMBARTON ROAD,PARTICK GLASGOW,,G11 6AB,55.870508,-4.3039198
Coalfields Regeneration Trust,2 KIRK STREET,KINCARDINE,Clackmannanshire,FK10 4PT,56.070599,-3.7162146
12-14 ALNESS PHARMACY- ON O/S WALL,HIGH STREET,ALNESS,Ross-Shire,IV17 0PS,57.695974,-4.2562917
ST CLEMENTS SCHOOL- ON O/S WALL NEXT TO FRONT DOOR,TULLOCH STREET,DINGWALL,Ross-Shire,IV15 9JZ,57.597095,-4.4271756
TOILET BLOCK- AT ENTRANCE TO LADIES TOILETS,UNNAMED ROAD,ROCKCLIFFE DALBEATTIE,Kirkcudbrightshire,DG5 4QQ,54.865703,-3.7966709
TOWN HALL- ON GABLE END WALL NEAR BUS STOP AT HALFORDS,NORTH STREET,ELGIN,Morayshire,IV30 1UD,57.650549,-3.3159452
CRAIGENCALT FARM- AT DISABLED TOILET BESIDE RESTAURANT,GENERAL AREA OF,KINGHORN BURNTISLAND,Fife,KY3 9YG,56.075151,-3.1918588
ANN DAVIDSON BUTCHERS- OUTSIDE SHOP,11 GREEN STREET,STRATHAVEN,Lanarkshire,ML10 6LT,55.677454,-4.0666799
UNIT 4 FLEMINGTON INDUSTRIAL ESTATE- O/S MAIN BUILDING,HAMILTON ROAD,CAMBUSLANG GLASGOW,,G72 7TN,55.810701,-4.136459
SOUTH LANARKSHIRE COUNCIL - ROADS & TRANSPORTATION SERVIC,CARLISLE ROAD,LESMAHAGOW LANARK,Lanarkshire,ML11 0DZ,55.632504,-3.8769314
COACHMAN HOTEL- O/S ENTRANCE,4 Parkfoot Street,KILSYTH GLASGOW,,G65 0SP,55.978778,-4.0583155
KILCOY KINDERGARTEN (NORTH),Kilcoy Kindergarten (North),MUIR OF ORD,Ross-Shire,IV6 7SF,57.538591,-4.3779509
AUCHENBACK RESOURCE CENTRE- ON WALL BESIDE ENTRANCE,AURS DRIVE,BARRHEAD GLASGOW,,G78 2LW,55.796764,-4.3827175
CASTLEBANK HORTICULTURAL CENTRE- ON LHS OF MAIN BUILDING,ST PATRICKS ROAD,LANARK,Lanarkshire,ML11 9EG,55.671736,-3.7857361
MENSTRIE PARISH CHURCH- ON FRONT OF CHURCH HALL,MAIN STREET EAST,MENSTRIE,Clackmannanshire,FK11 7BL,56.151185,-3.8531404
SAUGHTON HOUSE- TO LHS OF MAIN GATES ON GRASS AREA,BROOMHOUSE DRIVE,EDINBURGH,,EH11 3XD,55.930826,-3.2762899
FIRE STATION- FRONT FACE OF STATION TO RHS OF DOORS,MILL OF FOREST LANE,STONEHAVEN,Kincardineshire,AB39 2LN,56.961676,-2.2243286
CRATHES VILLAGE HALL,A93 North Deeside Road,Banchory,Kincardineshire,AB31 5JN,57.057575,-2.4162834
KILCOY KINDERGARTEN (SOUTH)-  ENTRANCE 2 CHURCH BUILDING,UNNAMED ROAD,MUIR OF ORD,Ross-Shire,IV6 7RT,57.519139,-4.3783208
Scottish Midlands Cooperative Society,87 SAUGHTON ROAD NORTH,EDINBURGH,,EH12 7JB,55.936614,-3.2787375
NORTHFIELD COMMUNITY EDUCATION CENTRE- NXT TO MAIN ENT,BYRON SQUARE,ABERDEEN,Aberdeenshire,AB16 7LL,57.165941,-2.1621219
CENTRE STANE- ON WALL ADJ TO FOOTPATH,2 The Cross,TARBOLTON MAUCHLINE,Ayrshire,KA5 5DA,55.515879,-4.3794894
INSIDE TELEPHONE BOX AT VILLAGE HALL,UNNAMED ROAD,DALLAS FORRES,Morayshire,IV36 2SA,57.553161,-3.466697
